Case ID,Activity,Timestamp,Group,Lifecycle
Case_0001,Activity_D/Activity_K/Activity_M/Activity_B/Activity_E/Activity_M/Activity_G/Activity_H/Activity_E/Activity_G/Activity_B/Activity_E/Activity_G/Activity_D/Activity_I/Activity_A/Activity_E/Activity_K/Activity_D/Activity_L/Activity_C/Activity_L/Activity_L/Activity_J/Activity_L/Activity_B/Activity_H/Activity_L/Activity_M/Activity_H/Activity_H/Activity_E/Activity_B/Activity_C/Activity_H/Activity_M,2014-05-06T15:50:10+02:00/2014-05-06T19:07:32+02:00/2014-05-08T21:49:34+02:00/2014-05-09T05:53:50+02:00/2014-05-09T18:30:39+02:00/2014-05-09T20:30:29+02:00/2014-05-10T23:17:55+02:00/2014-05-11T10:38:49+02:00/2014-05-12T20:46:24+02:00/2014-05-13T00:57:39+02:00/2014-05-13T05:30:51+02:00/2014-05-13T14:29:17+02:00/2014-05-13T17:57:21+02:00/2014-05-14T06:11:07+02:00/2014-05-14T14:22:18+02:00/2014-05-15T00:44:04+02:00/2014-05-16T06:21:36+02:00/2014-05-17T18:46:27+02:00/2014-05-17T22:04:15+02:00/2014-05-18T23:58:17+02:00/2014-05-20T12:06:25+02:00/2014-05-21T07:16:15+02:00/2014-05-23T00:30:03+02:00/2014-05-23T06:55:31+02:00/2014-05-23T22:31:04+02:00/2014-05-25T00:57:38+02:00/2014-05-27T16:01:04+02:00/2014-05-28T11:02:44+02:00/2014-05-28T23:13:02+02:00/2014-05-29T00:12:14+02:00/2014-06-01T01:18:51+02:00/2014-06-01T03:46:36+02:00/2014-06-02T10:40:36+02:00/2014-06-05T06:06:03+02:00/2014-06-05T09:13:26+02:00/2014-06-06T12:34:08+02:00,Group_05/Group_23/Group_09/Group_09/Group_09/Group_09/Group_09/Group_09/Group_15/Group_05/Group_23/Group_14/Group_14/Group_05/Group_15/Group_09/Group_23/Group_23/Group_09/Group_14/Group_15/Group_14/Group_15/Group_23/Group_23/Group_15/Group_14/Group_14/Group_23/Group_23/Group_14/Group_23/Group_09/Group_23/Group_15/Group_15,complete/complete/complete/complete/complete/complete/complete/complete/complete/complete/complete/complete/complete/complete/complete/complete/complete/complete/complete/complete/complete/complete/complete/complete/complete/complete/complete/complete/complete/complete/complete/complete/complete/complete/complete/complete
Case_0002,Activity_E/Activity_L/Activity_D/Activity_D/Activity_H/Activity_E/Activity_L/Activity_H/Activity_A/Activity_A/Activity_H/Activity_L/Activity_G/Activity_L/Activity_E/Activity_G/Activity_E/Activity_L/Activity_A/Activity_E/Activity_E/Activity_G,2014-06-19T15:44:46+02:00/2014-06-25T19:16:57+02:00/2014-06-29T04:38:08+02:00/2014-06-30T15:05:58+02:00/2014-07-03T07:19:30+02:00/2014-07-04T08:01:06+02:00/2014-07-05T18:18:26+02:00/2014-07-11T15:06:46+02:00/2014-07-12T02:47:29+02:00/2014-07-14T11:42:19+02:00/2014-07-18T01:00:14+02:00/2014-07-19T04:53:27+02:00/2014-07-20T12:00:49+02:00/2014-07-21T06:32:13+02:00/2014-07-22T07:10:29+02:00/2014-07-25T05:43:03+02:00/2014-07-28T14:42:35+02:00/2014-07-31T19:28:11+02:00/2014-08-03T15:25:34+02:00/2014-08-09T08:52:15+02:00/2014-08-10T12:08:06+02:00/2014-08-10T17:12:04+02:00,Group_03/Group_03/Group_19/Group_03/Group_19/Group_12/Group_19/Group_03/Group_12/Group_19/Group_03/Group_03/Group_19/Group_19/Group_12/Group_12/Group_03/Group_12/Group_19/Group_03/Group_12/Group_19,complete/complete/complete/complete/complete/complete/complete/complete/complete/complete/complete/complete/complete/complete/complete/complete/complete/complete/complete/complete/complete/complete
Case_0003,Activity_A/Activity_J/Activity_O/Activity_F/Activity_A/Activity_H/Activity_J/Activity_I/Activity_O/Activity_G/Activity_D/Activity_F/Activity_E/Activity_N/Activity_C/Activity_K,2014-06-09T18:23:02+02:00/2014-06-10T02:39:58+02:00/2014-06-11T06:46:36+02:00/2014-06-12T03:11:09+02:00/2014-06-12T09:52:41+02:00/2014-06-12T23:32:57+02:00/2014-06-13T07:53:54+02:00/2014-06-17T08:40:26+02:00/2014-06-17T15:30:40+02:00/2014-06-18T07:13:26+02:00/2014-06-19T02:37:53+02:00/2014-06-19T11:48:55+02:00/2014-06-20T00:25:56+02:00/2014-06-20T19:46:39+02:00/2014-06-21T00:29:12+02:00/2014-06-21T22:35:21+02:00,Group_04/Group_04/Group_16/Group_05/Group_14/Group_03/Group_04/Group_05/Group_04/Group_18/Group_01/Group_11/Group_14/Group_01/Group_05/Group_18,complete/complete/complete/complete/complete/complete/complete/complete/complete/complete/complete/complete/complete/complete/complete/complete
Case_0004,Activity_D/Activity_C/Activity_A/Activity_I,2014-07-27T11:54:35+02:00/2014-07-29T06:25:52+02:00/2014-07-31T17:28:08+02:00/2014-08-02T19:25:45+02:00,Group_07/Group_05/Group_02/Group_13,complete/complete/complete/complete
Case_0005,Activity_E/Activity_P/Activity_I/Activity_A/Activity_F/Activity_D/Activity_G/Activity_B,2015-01-06T12:39:19+01:00/2015-01-07T09:34:06+01:00/2015-01-08T05:43:49+01:00/2015-01-10T18:04:05+01:00/2015-01-11T04:00:50+01:00/2015-01-13T13:53:53+01:00/2015-01-14T16:51:44+01:00/2015-01-15T03:09:08+01:00,Group_01/Group_12/Group_12/Group_05/Group_01/Group_17/Group_01/Group_17,complete/complete/complete/complete/complete/complete/complete/complete
Case_0006,Activity_C/Activity_E/Activity_G/Activity_E/Activity_F/Activity_J/Activity_B/Activity_D/Activity_H/Activity_E/Activity_J/Activity_A/Activity_G,2015-01-25T00:55:27+01:00/2015-01-26T10:51:54+01:00/2015-02-22T16:32:35+01:00/2015-03-03T00:08:07+01:00/2015-03-11T07:27:55+01:00/2015-03-14T22:47:51+01:00/2015-03-15T03:29:29+01:00/2015-03-21T07:47:38+01:00/2015-03-25T13:49:41+01:00/2015-03-31T16:55:52+01:00/2015-04-03T21:33:27+02:00/2015-04-05T00:17:18+02:00/2015-04-07T03:38:40+02:00,Group_26/Group_26/Group_26/Group_07/Group_21/Group_21/Group_26/Group_07/Group_21/Group_26/Group_26/Group_26/Group_07,complete/complete/complete/complete/complete/complete/complete/complete/complete/complete/complete/complete/complete
Case_0007,Activity_I/Activity_L/Activity_L/Activity_A/Activity_I/Activity_K/Activity_E/Activity_D/Activity_B/Activity_C/Activity_I/Activity_I/Activity_J/Activity_F/Activity_K/Activity_E/Activity_I/Activity_H/Activity_I/Activity_F/Activity_L/Activity_A/Activity_E,2014-11-30T12:54:05+01:00/2014-11-30T20:21:24+01:00/2014-11-30T23:40:46+01:00/2014-11-30T23:43:24+01:00/2014-12-01T00:24:31+01:00/2014-12-01T01:46:33+01:00/2014-12-01T02:22:40+01:00/2014-12-01T12:53:26+01:00/2014-12-01T13:39:16+01:00/2014-12-02T00:14:10+01:00/2014-12-02T01:26:57+01:00/2014-12-02T01:28:06+01:00/2014-12-02T05:40:00+01:00/2014-12-02T07:05:43+01:00/2014-12-02T10:08:16+01:00/2014-12-02T17:19:25+01:00/2014-12-02T18:06:22+01:00/2014-12-02T20:33:12+01:00/2014-12-03T01:59:39+01:00/2014-12-03T03:17:19+01:00/2014-12-03T03:28:43+01:00/2014-12-03T06:56:24+01:00/2014-12-03T17:22:33+01:00,Group_08/Group_08/Group_06/Group_06/Group_20/Group_08/Group_20/Group_20/Group_06/Group_08/Group_20/Group_06/Group_20/Group_08/Group_08/Group_06/Group_20/Group_08/Group_08/Group_06/Group_08/Group_06/Group_06,complete/complete/complete/complete/complete/complete/complete/complete/complete/complete/complete/complete/complete/complete/complete/complete/complete/complete/complete/complete/complete/complete/complete
Case_0008,Activity_A/Activity_K/Activity_J/Activity_B/Activity_E/Activity_C/Activity_O/Activity_G/Activity_D,2014-11-02T18:29:28+01:00/2014-11-03T20:16:28+01:00/2014-11-12T07:37:12+01:00/2014-11-15T02:08:34+01:00/2014-11-15T08:41:24+01:00/2014-11-17T03:43:33+01:00/2014-11-23T22:29:13+01:00/2014-11-24T02:24:47+01:00/2014-11-29T18:49:48+01:00,Group_03/Group_18/Group_08/Group_11/Group_03/Group_16/Group_03/Group_16/Group_10,complete/complete/complete/complete/complete/complete/complete/complete/complete
Case_0009,Activity_J/Activity_E/Activity_I/Activity_C,2013-12-21T07:49:30+01:00/2013-12-24T21:29:06+01:00/2013-12-26T03:19:53+01:00/2013-12-26T21:18:19+01:00,Group_15/Group_08/Group_01/Group_19,complete/complete/complete/complete
Case_0010,Activity_P/Activity_B/Activity_L/Activity_J/Activity_C/Activity_G/Activity_E/Activity_D/Activity_C/Activity_I/Activity_G/Activity_E/Activity_C/Activity_A/Activity_B/Activity_I/Activity_C/Activity_F/Activity_D/Activity_P/Activity_A/Activity_I/Activity_F/Activity_C/Activity_M,2014-05-04T00:46:21+02:00/2014-05-04T08:28:10+02:00/2014-05-05T03:54:19+02:00/2014-05-05T12:43:17+02:00/2014-05-05T20:47:26+02:00/2014-05-06T11:06:42+02:00/2014-05-08T22:28:47+02:00/2014-05-09T20:54:36+02:00/2014-05-10T21:12:21+02:00/2014-05-10T23:46:54+02:00/2014-05-11T08:16:07+02:00/2014-05-14T23:00:36+02:00/2014-05-15T07:31:43+02:00/2014-05-15T19:56:35+02:00/2014-05-16T10:20:43+02:00/2014-05-16T10:54:27+02:00/2014-05-16T16:26:13+02:00/2014-05-17T05:03:18+02:00/2014-05-19T05:59:15+02:00/2014-05-19T17:10:37+02:00/2014-05-20T08:38:26+02:00/2014-05-20T10:04:31+02:00/2014-05-20T15:09:27+02:00/2014-05-20T18:08:16+02:00/2014-05-21T13:02:22+02:00,Group_14/Group_01/Group_19/Group_12/Group_19/Group_02/Group_19/Group_14/Group_01/Group_02/Group_14/Group_19/Group_02/Group_14/Group_01/Group_19/Group_12/Group_19/Group_19/Group_02/Group_01/Group_02/Group_14/Group_19/Group_12,complete/complete/complete/complete/complete/complete/complete/complete/complete/complete/complete/complete/complete/complete/complete/complete/complete/complete/complete/complete/complete/complete/complete/complete/complete
